GO ID	GO name	Genes in GO	Children of GO	Parents of GO
GO:0006097	glyoxylate cycle	aceK,glcB,acnA,aceB,aceA,acnB,iclR,icd,prpB,		GO:0044723,GO:0046487,GO:0044262,
GO:0006099	tricarboxylic acid cycle	mdh,glcB,fumB,sdhC,prpD,gltA,fumA,aceB,sdhD,aceA,yahF,sucD,ppc,sdhB,icd,frdB,prpC,aceK,acnA,fdrA,sucB,sucA,mqo,acnB,sucC,sdhA,fumC,	GO:0019643,	GO:0044238,GO:0006082,
GO:0019752	carboxylic acid metabolic process	mdh,leuA,aceA,nanS,gadB,gadA,	GO:1902057,GO:0097172,GO:0019852,GO:0072350,GO:0043648,GO:0046400,GO:0046502,GO:0042120,GO:0046395,GO:0046394,GO:0006520,GO:1902056,GO:0031407,GO:0032787,GO:0042860,GO:0006054,GO:0006690,GO:0046841,	GO:0043436,
GO:0006096	glycolytic process	mdh,gapA,pfkB,lpd,glk,pfkA,aceF,pdxY,fbaA,pgi,eno,gpmM,pdxK,aceE,sucA,pykA,ytjC,pgk,lsrF,pykF,fbaB,cra,tpiA,gpmA,	GO:0061613,GO:0061688,GO:0061615,GO:0061704,GO:0061625,	GO:0006757,GO:0006090,GO:0044724,GO:0046496,
GO:0055114	oxidation-reduction process	gstB,gor,ygfT,yfjU,norV,tyrA,gabD,yfaE,grxD,ygcN,queF,wrbA,puuB,dld,tauD,paoA,nrfB,leuB,fdnH,yiaY,nuoB,ydfG,nrfA,aldB,tdh,tas,preT,hyaA,poxB,proA,rsxE,ssuE,sdhA,yghZ,nrdE,nuoG,mhpA,metL,maeB,yiaK,yegH,ydhV,fdoH,torY,eutG,dmsA,hyfD,hmp,dmsC,glpD,cydA,yggW,idnD,dusA,ygjR,fixX,aslB,yjjW,glcF,ydhR,hycC,hybO,narH,ygcR,entA,ykgJ,ribD,yhjA,phoA,folA,hemG,rsxB,paaA,yjhC,hcaB,bdcA,yhdH,fdoI,ydiJ,paoB,wecC,hycE,ycgR,ilvC,torZ,hyfC,dsbG,ahpC,pdxA,narI,sodC,ydjA,yciK,nfsB,hcaE,sdhD,dsbC,rutA,trxB,glcD,nrdA,mnmC,adhP,yfcG,fabG,nrdD,glcE,glxR,epd,fldA,garR,yhhX,murB,rutE,fcl,ygfS,hybC,uxuB,msrB,ydfI,narZ,yieF,yedY,pyrD,ydiS,melA,gnd,nuoC,grxC,ybiX,hycB,ydhF,fadJ,hycD,roxA,torA,gdhA,ubiF,ygiN,yfjD,chbF,ahpF,alkB,mhpB,ynfH,bisC,ftsP,ynfE,pntB,hyfH,ydeM,queG,aldA,mhpF,hyfE,argC,ydiT,nrdH,ydjG,ydbC,ycjS,hisD,ycjQ,lgoD,ahr,cydB,ydjJ,preA,ybdH,gldA,yqjH,ghrB,sodB,nuoK,betA,yccM,trxA,narV,katE,gatD,ribC,gltD,arsC,fre,icd,ygfM,dxr,ygbJ,serA,fabI,sad,cyoC,ccmG,maeA,yhbW,rsxD,allD,qor,rsxA,napH,lpd,paaZ,cyoD,glpC,mioC,gpsA,plsX,yoaE,hcp,yodB,fdoG,hemF,nirD,ygcO,trkA,yfcF,aroE,cyoA,yedZ,ydhY,tpx,yghA,trxC,narG,yahK,grxB,ytfG,fadB,fpr,yajO,ynfF,gapA,hyfI,napC,astD,sdhC,dkgB,feaB,ydgJ,fdhF,hyaC,nfsA,hyfF,sthA,nuoM,folD,hdhA,nuoJ,ygfF,uxaB,thrA,dadA,patD,ynjA,sucA,dsbB,hyfA,paaE,adhE,rutC,yggP,eutE,fixC,guaC,frmA,ldhA,cyoB,lhgO,epmC,guaB,ynfG,xdhA,efeB,ydiB,gcvP,ccmH,ydiR,narY,hyfB,cysI,nirB,ybiC,ytfL,ysaA,yqcA,xdhB,cysH,proC,hemN,nuoL,ygcW,panE,ydjL,caiA,appC,arnA,yqjG,yhbP,msrC,ndh,lipA,bfd,yphC,ubiH,napG,ycaK,cbrA,aceE,putA,hycG,yghU,yeaW,pdxH,glvG,rfbD,nuoF,napB,ghrA,gltB,folM,hemA,ispH,yeaE,aegA,pflA,puuC,nadB,nrdF,dmsB,fadE,hcaD,aceF,dusC,dkgA,rsxC,pdxB,mtlD,fucO,yliI,grxA,betB,adeD,fdnI,pntA,dapB,glpB,fdnG,ubiI,napF,nuoI,dps,lldD,ftnA,sodA,osmC,cueO,bfr,yihU,ygfK,ydiQ,ydeP,srlD,paaH,nuoH,fadH,mqo,napA,ygiD,ygcU,tynA,hybA,azoR,kefF,fdx,kduD,xdhC,bcp,btuE,ykgF,ygcQ,cvrA,nuoN,frdB,nuoA,ucpA,hycF,fixB,ybiY,ybbO,nrfC,ubiD,ydiO,yfgD,hyfG,mdh,cydX,msrA,zwf,pflC,hcaC,yceM,glpA,ybeX,mdaB,ybbN,dsbD,hcr,hydN,dsbA,frdA,katG,yhhW,paoC,solA,cybB,norW,ydhX,ydbK,idnO,gcd,yceJ,nemA,appB,cysJ,hcaF,aidB,hyfJ,nrdB,yqhD,rclA,nrdG,nuoE,yddH,rsxG,ispG,torC,dusB,xdhD,kefG,fldB,cysG,yeiQ,rspB,dmlA,ybdR,curA,sdhB,usg,ugd,metF,rutF,ssuD,yfdG,yfeX,asd,hyaB,fixA,yeaX,yohF,hybB,	GO:0034440,GO:0006069,GO:0070989,GO:0015944,GO:0006735,GO:0019419,GO:0010241,GO:0006151,GO:0009444,GO:0019416,GO:0019418,GO:0019399,GO:0015975,GO:0019561,GO:0006788,GO:0006150,GO:0015946,GO:0018158,GO:0019480,GO:0019516,GO:0006116,GO:0019329,GO:0019293,GO:0019479,GO:0019417,GO:0006740,GO:0071615,GO:0019498,GO:0042161,GO:0019600,GO:0015980,GO:0022900,GO:0070277,GO:0070995,	GO:0044710,
GO:0006086	acetyl-CoA biosynthetic process from pyruvate	aceF,	GO:0061732,	GO:0006085,GO:0006090,GO:0044711,
GO:0006090	pyruvate metabolic process	ppsA,lpd,aceF,poxB,	GO:0061678,GO:0019660,GO:0019450,GO:0009444,GO:0061722,GO:0046327,GO:0006096,GO:0019288,GO:0019244,GO:0019272,GO:0019617,GO:0042866,GO:0061718,GO:0006086,GO:0042867,	GO:0032787,
GO:0006006	glucose metabolic process	pgm,gapA,aceK,zwf,pflC,epd,pflA,yjjW,ybiY,pgl,pflB,	GO:0046430,GO:0019655,GO:0006007,GO:0006094,GO:0019650,GO:0019574,GO:1902924,GO:0019664,	GO:0019318,
GO:0006470	protein dephosphorylation	phoR,aceK,ppsR,torS,etp,envZ,sixA,pphA,ynbD,glnL,phoQ,pphB,cheZ,uhpB,narX,	GO:0035335,GO:0016576,GO:0098628,GO:0036496,GO:0070262,GO:0035970,GO:0070940,GO:0035971,	GO:0006464,GO:0016311,
GO:0016310	phosphorylation	yegV,ispE,dgoK,gmk,idnK,lsrK,hipA,ascF,chbB,zraS,selD,narX,srlE,thrA,atoS,dhaL,srlB,cusS,purT,thiD,glvB,yadI,manX,argB,metL,glk,fryB,agaB,citG,yedV,frlD,evgS,fruA,etk,yqeA,ptsI,pdxY,frwB,ydjH,nagE,mtlA,envZ,ptsH,pgk,lysC,cmk,yihV,sgcB,prkB,narQ,ulaC,dhaK,psuK,nadR,mngA,yeiI,gntK,thrB,pyrH,ppsR,ackA,glpK,rfaE,creC,ppk,rdoA,aroL,lpxK,phoR,ppsA,cmtA,ulaB,ptsN,frvR,fryA,thiL,anmK,frvA,malX,yehU,dgkA,nadK,crr,baeS,yggC,relA,gatA,cheA,uhpB,torS,ptsG,waaY,basS,rcsD,yniA,dcuS,aceK,ndk,aroK,pdxK,ypdA,agaV,kdgK,arcB,glxK,waaP,glnL,cpxA,sgcA,coaE,ribF,ptsP,phoQ,prs,fucK,gsk,alsK,cobU,npr,rhaB,ygcE,ubiB,frwD,cysC,fruB,wzc,mak,proB,tdk,pfkB,yjjJ,fruK,bglF,lyxK,barA,treB,tmk,rstB,dpiB,murP,yahI,yegS,pykA,ybcF,kdpD,ptsA,adk,xylB,glrK,folK,araB,pfkA,coaA,rcsC,thiM,nagK,rbsK,nanK,qseC,frvB,thiK,garK,tdcD,dhaM,cmtB,galK,udk,spoT,pykF,	GO:0006468,GO:0006119,GO:0046835,GO:0031388,GO:0046939,GO:0006019,GO:0046834,GO:0006009,GO:0009777,	GO:0006796,
GO:0016311	dephosphorylation	yjjG,phoA,yqaB,yigB,cof,cca,sixA,yfbR,otsB,yidA,aceK,yihX,yciV,ycdX,yniC,cpdB,gph,ytjC,ynbD,umpG,appA,yggF,serB,cysQ,hisB,ybhA,ybiV,pgpC,gmhB,cobC,ais,pgpB,yedP,yigL,umpH,yrfG,yfbT,glpX,aphA,yieH,fbp,kdsC,yfdR,bacA,ushA,agp,ybjI,	GO:0046839,GO:0098501,GO:0006470,GO:0035644,GO:0046838,	GO:0006796,
GO:0018105	peptidyl-serine phosphorylation	aceK,	GO:0060477,GO:0036289,GO:0042501,GO:0035404,GO:0018331,GO:1990853,	GO:0006468,GO:0018209,
GO:0050790	regulation of catalytic activity	aceK,ppsR,lpoB,glnK,ivy,rraB,galF,grpE,glnB,lpoA,	GO:0051340,GO:0051339,GO:0031279,GO:0010911,GO:1904173,GO:0051336,GO:0051338,GO:0052203,GO:0043086,GO:0051341,GO:0043085,	GO:0065009,
GO:0006082	organic acid metabolic process	tdcD,ackA,	GO:0046494,GO:1900582,GO:0016053,GO:1900576,GO:0018868,GO:0030393,GO:0000096,GO:0042399,GO:0009683,GO:0071525,GO:0018972,GO:1900816,GO:0050846,GO:0018872,GO:0009072,GO:0018926,GO:2001302,GO:0042863,GO:1902925,GO:0097089,GO:0018887,GO:1901751,GO:0036102,GO:0080024,GO:0009439,GO:0042905,GO:0046419,GO:0018397,GO:1905003,GO:0018969,GO:0018398,GO:0042316,GO:2001304,GO:0043436,GO:0033052,GO:1901272,GO:1900600,GO:1901728,GO:1900813,GO:0030394,GO:1900533,GO:0052644,GO:0018399,GO:0046415,GO:0046655,GO:0051071,GO:0046418,GO:0019636,GO:0031388,GO:1901735,GO:0009081,GO:1900539,GO:0032788,GO:1902084,GO:0042857,GO:0006099,GO:1901778,GO:0019482,GO:1900606,GO:1901110,GO:1901605,GO:1903511,GO:0051478,GO:1900800,GO:0016054,GO:0009685,GO:1900810,GO:1903964,	GO:0044763,GO:0044237,GO:0071704,GO:0044281,
GO:0006083	acetate metabolic process	ackA,pta,	GO:0019427,GO:1902699,GO:0019413,GO:0019385,GO:0052776,GO:0019664,GO:0019475,GO:1902706,GO:0019654,GO:0019687,GO:0045733,	GO:0032787,
GO:0006085	acetyl-CoA biosynthetic process	ackA,pta,	GO:0019427,GO:1990181,GO:0019431,GO:0030634,GO:0006086,	GO:0006084,GO:0071616,
GO:0019413	acetate biosynthetic process	ackA,pta,	GO:0019415,	GO:0072330,GO:0006083,
GO:0019542	propionate biosynthetic process	ackA,		GO:0051790,GO:0019541,
GO:0044011	single-species biofilm formation on inanimate substrate	ackA,yodD,yjaA,yhcN,ychH,ygiW,ydeI,		GO:0051703,GO:0090609,
GO:0006979	response to oxidative stress	yhbO,yfdK,msrA,msrB,napF,ybhJ,sufE,katE,ychF,yidH,wrbA,katG,ftnA,fre,sodA,osmC,msrC,icd,sufD,ubiH,ydbK,acnA,yhfA,ahpC,patZ,sufA,soxR,azoR,fumC,yfdS,bcp,btuE,lpd,degP,ybeQ,rseC,cysD,yfdO,clpA,yfcG,yaaU,gpmM,uspF,oxyR,nfuA,	GO:0080183,GO:0070994,GO:0034599,GO:0033194,GO:0001306,GO:0000302,	GO:0006950,
GO:0009061	anaerobic respiration	ynfF,ygfS,napC,mdh,hybC,fdnG,frdC,torS,glpA,narZ,hydN,narV,lldD,hyaC,fdoI,frdA,dld,hycB,ndh,fdnH,fnr,acnA,torZ,torA,hyaA,napA,hybA,napB,hyfA,narI,torC,bisC,glpC,ynfE,dmsB,fdoH,erpA,torY,dmsA,fdoG,frdB,ynfG,nirD,dmsC,glpD,narY,frdD,narG,hyaB,hybO,nirB,narH,fdnI,ysaA,glpB,hybB,	GO:0019331,GO:0015948,	GO:0045333,
GO:0019629	propionate catabolic process, 2-methylcitrate cycle	prpE,acnB,prpD,prpR,prpB,		GO:0019543,
GO:0008610	lipid biosynthetic process	fabA,fabH,fabG,lpxA,fabI,fabB,ygcU,cfa,acpP,	GO:0097251,GO:1903175,GO:1902321,GO:1901753,GO:2001303,GO:0008654,GO:1900557,GO:0006633,GO:0045017,GO:1902609,GO:0006694,GO:0008299,GO:1900535,GO:2001306,GO:0097040,GO:0046460,GO:1903966,GO:1902899,GO:0097041,GO:0009103,GO:0046506,GO:0046467,GO:0097384,	GO:0044711,GO:1901576,GO:0006629,
GO:0009245	lipid A biosynthetic process	lpxL,pagP,lpxA,arnE,glmU,lpxD,lpxB,eptB,arnC,arnB,lpxC,lpxP,arnA,waaA,eptA,fabZ,arnD,arnF,lpxH,arnT,lpxK,acpP,		GO:0008654,GO:0009247,GO:0046493,GO:1901271,
GO:0042493	response to drug	folA,mrdA,emrE,sanA,envC,fimZ,dsbD,gyrA,folP,acrD,dacC,mepA,ftsI,yghB,gyrB,acrE,acrB,nlpD,acrR,envR,yqjA,radD,pbpG,fpr,acpP,	GO:0036270,GO:0061478,GO:0036276,GO:0035690,GO:0036277,GO:1904842,GO:0097332,GO:0097327,GO:0072347,GO:0098649,GO:0097366,GO:0061476,	GO:0042221,
GO:0018070	peptidyl-serine phosphopantetheinylation	acpT,acpS,		GO:0018215,GO:0018209,
GO:0019878	lysine biosynthetic process via aminoadipic acid	acpT,	GO:0051975,GO:0051976,	GO:0009085,
GO:0006855	drug transmembrane transport	mdtK,acrA,dinF,bcr,acrZ,mdtL,mdtC,acrD,mdtB,mdtA,mdlB,ompF,mdtG,yeeO,emrK,macB,acrB,mdlA,mdtF,mdtM,mdtN,emrA,emrD,mdfA,	GO:1990961,GO:1901477,	GO:0055085,GO:0015893,
GO:0015721	bile acid and bile salt transport	acrA,	GO:0015722,	GO:0015850,GO:0006869,GO:0015849,GO:0015718,
GO:0046677	response to antibiotic	ydaC,rpsD,kilR,gyrA,mdtO,fsr,folP,emrY,bcr,yafQ,tufB,hipA,tolC,mdtL,ampC,rpsQ,tehA,basR,ybcM,mrcB,mdtF,mdtM,tehB,mrcA,tufA,rpsL,emrB,lpxD,sbmA,ypdB,rpsE,ftsI,eptA,ileS,rlmN,mdtG,alaA,blr,bacA,yadC,rfbC,mdtN,macA,emrA,yibA,sseA,marA,folA,acrA,bamE,parE,arnC,relE,ykfM,arnA,acrZ,marR,ybjG,rplD,rplV,prc,efeO,fabI,arnD,priA,rfbX,dacB,mlaB,rsmA,yjjX,ftsE,yojI,mdtK,mrdA,ycjU,ralR,arnB,mdtH,mdtE,nimT,gyrB,mdtP,marB,pmrD,emrK,macB,mprA,rplF,mdfA,entS,	GO:0071236,GO:0046678,GO:0072716,GO:0035983,GO:0046679,GO:0031001,	GO:0042221,
GO:0046618	drug export	mdtM,sugE,emrE,macA,mdtC,acrD,acrB,	GO:1990961,	GO:0015893,
GO:1902778	response to alkane	acrF,	GO:1902780,GO:1990373,GO:1902786,GO:1902782,GO:1901499,GO:1902779,GO:1902784,GO:1902788,	GO:0010033,
GO:0045892	negative regulation of transcription, DNA-templated	hcaR,ascG,nsrR,flhD,yagI,mtlR,yqjI,uidR,sgrR,wrbA,malI,ygaV,chbR,rcsB,arcA,prlF,ulaR,pepA,hdfR,glpR,lexA,envR,ebgR,fabR,allR,mhpR,mcbR,yedW,crp,mngR,yefM,betI,flgM,comR,trpR,murR,nimR,acrR,yjhI,cytR,flhC,marA,sutR,dmlR,bdcR,rutR,alaS,nadR,marR,pspF,putA,prpR,ydcI,mqsR,cpxR,aidB,asnC,pgrR,metJ,pdhR,yfaX,kdgR,rcnR,ihfB,nanR,hipB,frmR,hupB,gntR,iclR,nrdR,mraZ,exuR,argP,yiaJ,nac,ygiV,srlR,nemR,purR,cpxP,mntR,fadR,lrhA,ihfA,mprA,rseB,bluR,lacI,rpiR,tyrR,treR,	GO:0010944,GO:0060567,GO:0045996,GO:0090419,GO:0090295,GO:0000122,GO:1904280,GO:2000143,GO:0071930,GO:0010620,GO:0006342,GO:0032785,GO:0010678,GO:0016480,GO:0045013,GO:1904388,GO:0010621,GO:0060195,GO:0045894,GO:0007068,GO:0016479,GO:0051038,	GO:0006355,GO:2000113,GO:0010629,GO:1903507,
GO:0036460	cellular response to cell envelope stress	yobF,yqcG,acrZ,ybaM,blr,		GO:0033554,
GO:0006476	protein deacetylation	acs,	GO:0070846,GO:0090042,GO:0016575,GO:0034983,	GO:0035601,
GO:0006935	chemotaxis	tar,fliG,tsr,cheW,fliJ,fliM,tap,rbsB,trg,motA,cheY,fliO,dppA,cheB,cobB,aer,fliL,motB,mglB,cheZ,acs,cheA,fliN,cheR,	GO:0042333,GO:0043327,GO:0050919,GO:0009454,GO:0034670,GO:0060326,GO:0052216,GO:0009455,GO:0043326,GO:0050918,	GO:0042330,
GO:0018394	peptidyl-lysine acetylation	acs,	GO:0018393,GO:0018076,	GO:0018205,GO:0006473,
GO:0019427	acetyl-CoA biosynthetic process from acetate	pta,acs,		GO:0006085,GO:0044711,GO:0006083,
GO:0034421	post-translational protein acetylation	acs,		GO:0043687,GO:0006473,
GO:0045733	acetate catabolic process	pta,acs,	GO:0010123,	GO:0072329,GO:0006083,
GO:0006811	ion transport	atpH,kdpB,kefB,kdpC,trkG,fieF,nhaA,yidK,fepC,bglH,mscS,atpF,tehA,fecD,nikC,ybaL,putP,ybiO,fhuA,chiP,nikB,kdpF,ydaN,mntH,corA,uacT,actP,yfeO,tsx,fiu,ynaI,mntP,fecE,btuE,lamB,btuB,atpB,ompN,fepG,uidC,fepB,cyoB,cvrA,wza,ompL,fepD,fecI,nikD,mscM,clcB,atpG,fetB,trkH,panF,atpE,mscK,fes,znuC,nikE,atpD,ompC,fepE,zupT,ompA,mscL,feoB,fecB,kefC,motA,fre,clcA,fliI,atpC,ompF,fhuE,feoA,cusB,satP,nmpC,afuC,zitB,kch,ybdG,fecA,gfcE,znuB,afuB,fepA,gltS,cusC,atpI,znuA,mdtK,kdpA,fhuD,yjcE,copA,fecR,nhaB,chaA,rcnA,ompG,fecC,fetA,trkA,nanC,cusA,atpA,phoE,kup,cirA,fhuC,fhuB,	GO:0006820,GO:0099587,GO:0034220,GO:0006812,	GO:0006810,
GO:0006814	sodium ion transport	uidB,mdtK,yjcE,yicJ,melB,yaaJ,nhaA,yidK,ttdT,nhaB,chaA,citT,yihO,putP,panF,actP,yagG,gltS,yihP,ybhI,	GO:0035725,GO:0003096,	GO:0015672,GO:0030001,
GO:0006847	plasma membrane acetate transport	actP,		GO:0035433,
GO:0015710	tellurite transport	actP,pitA,		GO:0006820,
GO:0097339	glycolate transmembrane transport	actP,		GO:1900866,GO:0098656,
GO:0006281	DNA repair	yafO,umuC,recX,ogt,radA,cas1,mutT,modF,mutM,mutH,lexA,umuD,yafN,ruvA,phr,rusA,recC,yegI,recO,alkB,exoX,sulA,nusA,sbcB,ligA,rtcB,ruvC,ada,nudG,recG,ruvB,recF,polA,ybgI,yafP,mfd,mutL,ligB,recN,dinB,nei,nfo,dinI,ung,vsr,ybaV,dinG,recR,alkA,tag,atl,polB,sbcC,uvrA,uvrD,gph,mutY,recA,mug,xthA,nth,recJ,mutS,recB,recQ,recD,nfi,cho,yebG,uvrB,ssb,uvrC,	GO:0046787,GO:0006284,GO:0000725,GO:0006298,GO:0010213,GO:0045004,GO:0000726,GO:0006289,GO:0006302,GO:0043504,GO:0000012,GO:0036297,GO:0070914,GO:0006290,GO:0006301,	GO:0006974,GO:0006259,
GO:0006307	DNA dealkylation involved in DNA repair	alkB,ada,alkA,tag,ogt,atl,		GO:0035510,
GO:0006974	cellular response to DNA damage stimulus	yafO,uxuA,yjjU,ydiZ,purD,yjiA,recX,yqjI,rihC,fsr,emrY,iraD,hyfF,paaJ,mmuM,dsdA,cas1,mutT,yceK,narX,yiaO,aldB,mutM,treC,pstA,lexA,umuD,yqiH,ssuE,yghZ,rusA,recC,allR,argB,recO,yggE,exoX,sulA,yedV,yohC,sbcB,insK,rtcB,ruvC,ada,yqiJ,ydjM,yiaA,recG,polA,fimB,efeB,nagE,mfd,alaA,dinD,narY,deoA,rfbC,gsiB,otsA,glgX,lldR,oxyR,ligB,recN,yjiY,dinB,ompC,symE,bsmA,fumB,dinI,ygcW,ung,purB,ompA,vsr,yjhC,yeaD,feoB,dhaK,ybfE,fdoI,yaiP,recR,ykfM,tag,malF,ycgB,tisB,glpK,sbcC,yraJ,hyfC,yghG,rfbX,yajQ,uvrD,betT,eutN,ycjW,mug,yaaY,nadE,add,proQ,asnA,yciF,hupA,pflA,nth,mutS,gntR,glcD,recB,recD,adhP,nfi,purA,glxR,ygjK,cho,emrK,ldtD,uvrB,dnaN,yedF,idi,flgI,rutE,yjeI,ygfI,glgA,emrE,puuP,pdeD,umuC,ogt,radA,deoD,yehB,ftnA,ybiX,modF,yfgI,yibH,ydiQ,malE,sbmC,ybhR,mutH,cpdB,kdgK,ybcM,yidQ,yafN,ruvA,phr,hokE,alkB,lamB,treA,yciT,fepB,ybjX,ligA,yhaC,yfbU,ydeM,ybiJ,ruvB,dinQ,yhcH,recF,cobU,ybgI,yafP,blc,dsdX,yhcF,yadC,gadX,mutL,rcnB,lldP,deoC,nikE,argF,yibA,ycdY,nei,pfkB,pstS,nfo,elaB,katE,dinG,arsC,frdA,alkA,ycfL,paoC,solA,atl,polB,deoB,htpG,uvrA,feoA,yjiX,efeO,yphB,ydhQ,thiH,mlaB,mglA,aidB,mutY,yebK,recA,dctA,purN,yjiM,ycjU,mglC,xthA,gabP,gadW,udp,recQ,rbfA,fdoG,nanK,asd,dhaM,ssb,glgB,uvrC,entS,hisA,	GO:0008630,GO:0006975,GO:0006281,GO:0000077,GO:0043247,GO:1990248,GO:0042770,GO:0031297,GO:0042769,	GO:0033554,
GO:0032259	methylation	yfiC,ogt,yafS,rsmH,mmuM,rsmB,rsmI,yafE,trmL,rlmI,tehB,gcvT,trmD,hsdM,rlmA,trmH,bioC,rlmB,ada,trmO,rlmM,rlmN,metE,rsmF,rsmE,rsmD,thyA,cheR,cmoB,pcm,trmJ,prmC,ybcY,rlmL,rlmG,rsmC,rlmH,prmA,yfiF,metH,rlmF,rsmA,trmA,hemX,prmB,smtA,ubiG,purN,rsmJ,tam,rsmG,cysG,rlmD,yjtD,rlmE,dam,rlmJ,cfa,mnmC,fmt,ubiE,yhdJ,trmI,cmoA,dcm,rlmC,	GO:0043414,	GO:0008152,
GO:0080111	DNA demethylation	alkB,ada,	GO:0035511,GO:0035512,	GO:0044763,GO:0035510,GO:0044728,GO:0070988,
GO:0006154	adenosine catabolic process	add,		GO:0046085,GO:0046130,
GO:0009117	nucleotide metabolic process	deoB,ndk,add,dut,guaC,cpdB,yjjX,yhfW,rdgB,dcd,	GO:0009187,GO:0019362,GO:0009165,GO:0006220,GO:0009259,GO:1902759,GO:0015956,GO:0009166,GO:1902757,GO:0046939,GO:0009262,GO:0015959,GO:0006163,GO:0072387,	GO:0006753,
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	add,	GO:0006754,GO:0006167,GO:0006188,GO:0097293,GO:0006177,GO:0006172,GO:0019361,	GO:0009127,GO:0009167,GO:0009156,
GO:0015950	purine nucleotide interconversion	add,	GO:0015951,GO:0015952,	GO:0015949,GO:0006163,
GO:0032261	purine nucleotide salvage	add,	GO:0032264,GO:0032263,GO:0044209,GO:0032265,	GO:0043173,GO:0006164,GO:0043101,
GO:0043103	hypoxanthine salvage	add,		GO:0046101,GO:0043096,
GO:0046101	hypoxanthine biosynthetic process	adeD,add,agaA,	GO:0043103,	GO:0046100,GO:0009113,
GO:0046103	inosine biosynthetic process	add,	GO:0006190,	GO:0046129,GO:0046102,
GO:0006146	adenine catabolic process	adeD,agaA,		GO:0046083,GO:0006145,
GO:0006863	purine nucleobase transport	adeQ,ghxP,adeP,	GO:1904823,GO:0015854,GO:0042906,GO:0035344,GO:0015853,	GO:0015851,
GO:0015853	adenine transport	adeQ,adeP,	GO:0061488,	GO:0006863,
GO:0015992	proton transport	cysZ,atpH,puuP,nanT,nhaA,kdgT,dtpD,motA,mngA,fliI,atpF,frwC,atpC,plaP,tdcC,satP,nupC,setB,uacT,pitA,dctA,atpI,atpB,codB,gntP,cyoB,fruA,glcA,nhaB,adeP,lacY,cadB,atpG,yaaU,frvB,araE,atpA,atpE,lldP,setC,atpD,pntA,setA,	GO:1902600,	GO:0015672,GO:0006818,
GO:0006066	alcohol metabolic process	adhE,	GO:0016093,GO:1901728,GO:0046435,GO:0033020,GO:0018921,GO:1902652,GO:0044107,GO:0016090,GO:1903173,GO:0046165,GO:0046164,GO:0034308,GO:0019751,GO:0042439,GO:1902644,	GO:1901615,GO:0044281,
GO:0006115	ethanol biosynthetic process	adhE,	GO:0044576,GO:0043458,	GO:0006067,GO:0034309,
GO:0015976	carbon utilization	hofO,hofN,hofM,cynT,can,hofQ,rlmJ,hofP,nfuA,adhE,		GO:0044699,
GO:0045471	response to ethanol	adhP,aldB,uspB,	GO:0071361,	GO:0097305,
GO:0046187	acetaldehyde catabolic process	adhP,		GO:0006117,GO:0046185,
GO:0006520	cellular amino acid metabolic process	speF,ansB,speC,metL,metC,cadA,ygeA,ldcC,dsdA,ygeW,thrC,thrA,tnaA,astC,pyrB,gdhA,asd,tyrB,adiA,eutB,aspC,argD,ltaE,argI,argF,ansA,tdcB,ilvA,eutC,	GO:0097054,GO:0046482,GO:0008652,GO:0046416,GO:0006553,GO:0006522,GO:0006525,GO:0006541,GO:0033507,GO:0006544,GO:0006591,GO:0046439,GO:0006573,GO:0033321,GO:0018871,GO:0009092,GO:0046946,GO:0006558,GO:0006531,GO:0034267,GO:0006551,GO:0009448,GO:0018366,GO:0006547,GO:0006566,GO:0006560,GO:0006563,GO:0043038,GO:0006555,GO:0009063,GO:0006528,	GO:0019752,GO:0044238,GO:1901564,
GO:0006527	arginine catabolic process	astD,adiA,astB,astC,sad,astA,speA,	GO:0019547,GO:0019546,GO:0010122,GO:0019544,GO:0019548,GO:0019545,GO:0019493,	GO:0006525,GO:0009063,GO:0009065,
GO:0051454	intracellular pH elevation	gadC,adiC,adiA,gadB,gadA,	GO:0035752,GO:0044655,GO:0032848,	GO:0045852,GO:0051453,
GO:0003333	amino acid transmembrane transport	yqeG,yhjV,tnaB,tcyN,ansP,potE,glnP,sstT,puuP,yifK,artP,mtr,lysP,proV,ycaM,adiC,gadC,gltK,ybaT,plaP,tdcC,pheP,aroP,gltL,glnQ,frlA,yjeM,hisP,mmuP,ygjI,gabP,cycA,proY,yhdZ,hisQ,metN,cadB,tyrP,yijE,yjeH,ydgI,artM,	GO:0044746,GO:0089711,GO:1902475,GO:0035524,GO:0044745,GO:1990822,GO:1903826,GO:1903714,GO:0089712,GO:1903713,GO:1903712,GO:0034487,	GO:0006865,GO:1905039,
GO:0015807	L-amino acid transport	yjeM,ansP,mmuP,puuP,ygjI,gabP,brnQ,yifK,proY,lysP,ycaM,adiC,gadC,livK,plaP,ybaT,pheP,yjeH,leuE,livF,ydgI,frlA,	GO:0015825,GO:0070778,GO:0015808,GO:0015813,	GO:0046942,GO:0071705,
GO:1902475	L-alpha-amino acid transmembrane transport	yjeM,ansP,mmuP,puuP,ygjI,gabP,brnQ,yifK,proY,lysP,ycaM,adiC,gadC,livK,alaE,ybaT,plaP,pheP,yjeH,leuE,livF,ydgI,frlA,	GO:1903785,GO:0090516,GO:0089709,GO:1904983,GO:1904919,GO:1904556,GO:0090514,GO:1903400,GO:1904555,GO:1903401,GO:1904557,GO:1903352,	GO:0003333,
GO:1903826	arginine transmembrane transport	adiC,argO,	GO:1903400,GO:0090458,	GO:0003333,
