# From ~/gensor_units/perl_scripts/GOs_in_GUs.pl on Fri Sep 30 09:59:04 2016
# Input = ~/gensor_units/datasets/GOs_Pathways_in_GENSORUnits/GOs_table.txt ~/gensor_units/datasets/GOs_Pathways_in_GENSORUnits/TF_genes.txt 
GU	GO ID	Genes in overlap
Nac	GO:0045892	asnC,nac,
Nac	GO:0042128	nac,
Nac	GO:0008033	mnmG,
Nac	GO:0002098	mnmG,
Nac	GO:0030488	mnmG,
Nac	GO:0009447	patD,
Nac	GO:0006564	serA,
Nac	GO:0006520	gdhA,
Nac	GO:0015858	nupC,
Nac	GO:0015861	nupC,
Nac	GO:0015862	nupC,
Nac	GO:1901642	nupC,
Nac	GO:0042450	gabT,
Nac	GO:0009448	gabT,
Nac	GO:0043200	asnC,
Nac	GO:0015846	ydcS,
Nac	GO:0006541	gltB,
Nac	GO:0019676	gltB,
NadR	GO:0006810	pnuC,
NadR	GO:0034258	pnuC,
NadR	GO:0055114	nadB,
NadR	GO:0009435	nadA,pncB,nadB,
NadR	GO:0019363	nadA,pncB,nadB,
NadR	GO:0034628	nadB,nadA,
NadR	GO:0019805	nadA,
NadR	GO:0009408	pncB,
NadR	GO:0019357	pncB,
NagC	GO:0005975	nagC,nanS,nagA,nanM,nagB,chbF,glmS,chbG,umpH,
NagC	GO:0006281	dinI,
NagC	GO:0006974	fimB,nagE,dinI,feoB,ydeM,feoA,
NagC	GO:0009432	dinI,
NagC	GO:0006541	glmS,
NagC	GO:0006048	glmU,glmS,nagB,
NagC	GO:1901137	glmS,
NagC	GO:0006351	creB,nagC,fimB,chbR,
NagC	GO:0006355	creB,nagC,fimB,chbR,
NagC	GO:0006810	crr,chbC,chbB,chiP,manX,galP,nagE,ptsH,chbA,feoA,manZ,ptsI,feoB,manY,nanC,
NagC	GO:0006811	chiP,feoB,feoA,nanC,
NagC	GO:0055072	feoB,feoA,
NagC	GO:0015684	feoB,
NagC	GO:1903874	feoB,
NagC	GO:0016310	chbB,manX,ptsI,nagE,ptsH,creC,crr,
NagC	GO:0008643	chbB,chiP,manX,galP,ptsI,nagE,ptsH,chbA,manZ,chbC,manY,nanC,crr,
NagC	GO:0009401	chbB,manZ,manX,chbC,manY,ptsI,nagE,crr,ptsH,chbA,
NagC	GO:0034219	chbB,manX,chbC,nagE,chbA,
NagC	GO:1902815	chbA,chbB,chbC,
NagC	GO:0045892	chbR,
NagC	GO:0008152	ydeN,glmU,chbF,chbA,nagB,
NagC	GO:0006044	nagA,nagB,
NagC	GO:0006046	nagA,nagB,
NagC	GO:0019262	nagA,nagB,
NagC	GO:0055114	chbF,ydeM,ydeP,
NagC	GO:0010447	ydeP,
NagC	GO:0032445	manY,manZ,manX,
NagC	GO:0015761	manY,manZ,manX,
NagC	GO:0015764	manY,manZ,nagE,manX,
NagC	GO:0061490	manY,manZ,manX,
NagC	GO:0070627	feoA,
NagC	GO:0007165	creC,
NagC	GO:0000160	creC,creB,
NagC	GO:0018106	creC,
NagC	GO:0023014	creC,
NagC	GO:0055085	chiP,galP,nanC,
NagC	GO:0015774	chiP,
NagC	GO:0052778	chiP,
NagC	GO:0052777	chbG,chbF,
NagC	GO:0009245	glmU,
NagC	GO:0008360	glmU,
NagC	GO:0009252	glmU,
NagC	GO:0071555	glmU,
NagC	GO:0009103	glmU,
NagC	GO:0000902	glmU,
NagC	GO:0045893	creB,
NagC	GO:0015757	galP,
NagC	GO:0051604	ydeM,
NagC	GO:0000272	chbG,
NagC	GO:0006032	chbG,
NagC	GO:0051289	nagA,
NagC	GO:0019752	nanS,
NagC	GO:0016311	umpH,
NagC	GO:0046050	umpH,
NagC	GO:0006310	fimB,
NagC	GO:0015074	fimB,
NagC	GO:0043610	crr,
NagC	GO:0045912	crr,
NagC	GO:0009254	nagE,
NagC	GO:0042891	nagE,
NagC	GO:0046942	nanC,
NagC	GO:1901264	nanC,
NagC	GO:0015772	nanC,
NagC	GO:0006468	ptsH,
NagC	GO:0043085	ptsH,
NagC	GO:0045819	ptsH,
NagC	GO:0051260	chbA,
NanR	GO:0006974	fimB,yjhC,yhcH,nanK,
NanR	GO:0008152	nanE,nanA,
NanR	GO:0005975	nanS,nanM,nanE,nanA,nanK,
NanR	GO:0019262	nanE,nanK,nanA,
NanR	GO:0006051	nanE,nanK,
NanR	GO:0006053	nanE,
NanR	GO:0006351	fimB,
NanR	GO:0006355	fimB,
NanR	GO:0006310	fimB,
NanR	GO:0015074	fimB,
NanR	GO:0006810	yjhB,nanT,nanC,
NanR	GO:0046942	nanC,
NanR	GO:0055085	nanT,yjhB,nanC,
NanR	GO:0006811	nanC,
NanR	GO:0008643	nanT,nanC,
NanR	GO:1901264	nanC,
NanR	GO:0015772	nanC,
NanR	GO:0055114	yjhC,
NanR	GO:0015992	nanT,
NanR	GO:0034219	nanT,
NanR	GO:0015739	nanT,
NanR	GO:0019752	nanS,
NanR	GO:0016310	nanK,
NanR	GO:0046835	nanK,
NarL	GO:0055114	norV,nrfB,fdnH,nuoB,nrfA,hyaA,nuoG,ydhV,dmsA,dmsC,hybO,narH,narI,hybC,nuoC,torA,ynfH,ynfE,nuoK,ccmG,napH,hcp,nirD,ydhY,narG,ynfF,napC,fdhF,hyaC,nuoM,nuoJ,adhE,ynfG,ccmH,nirB,nuoL,napG,nuoF,napB,dmsB,fdnI,fdnG,napF,nuoI,ydeP,nuoH,napA,hybA,nuoN,frdB,nuoA,nrfC,hcr,frdA,norW,ydhX,nuoE,torC,cysG,hyaB,hybB,
NarL	GO:0009061	ynfF,napC,hybC,fdnG,frdC,hyaC,frdA,fdnH,torA,hyaA,napA,hybA,napB,narI,torC,ynfE,dmsB,dmsA,frdB,ynfG,nirD,dmsC,frdD,narG,hyaB,hybO,nirB,narH,fdnI,hybB,
NarL	GO:0006810	ccmD,dcuB,nuoK,hyaC,nikD,narK,nikE,nuoB,cydC,focA,ccmA,nuoC,nikC,ccmB,cydD,dcuA,nikB,ccmC,nirC,nuoN,nuoA,nikA,
NarL	GO:0042128	nirC,narK,nirD,nrfA,narJ,napA,narG,nirB,narH,narI,
NarL	GO:0015707	nirC,narK,
NarL	GO:0019333	napC,
NarL	GO:0015944	fdnH,fdnG,fdnI,fdhF,
NarL	GO:0045333	fdnH,fdnG,fdnI,
NarL	GO:0018378	nrfE,nrfG,nrfF,
NarL	GO:0051289	norV,
NarL	GO:0071731	norV,
NarL	GO:0046210	norV,norW,
NarL	GO:0022904	ydhU,hyaC,fdnI,nuoE,
NarL	GO:0006281	ogt,
NarL	GO:0006307	ogt,
NarL	GO:0006974	fumB,ogt,nikE,frdA,
NarL	GO:0032259	ogt,cysG,
NarL	GO:0006979	napF,
NarL	GO:0015942	fdhF,
NarL	GO:0009060	nuoG,torC,nuoI,nuoM,nuoN,nuoB,nuoH,torA,nuoF,
NarL	GO:0006351	nikR,dcuR,dpiA,caiF,
NarL	GO:0006355	nikR,dcuR,dpiA,caiF,dcuS,dpiB,
NarL	GO:0010045	nikR,
NarL	GO:0006113	frdC,hyaA,frdD,hyaC,hyaB,frdA,frdB,
NarL	GO:0008152	cydC,ccmA,nuoC,cydD,adhE,nikD,nikE,pflB,cysG,
NarL	GO:0015886	nrfE,ccmF,ccmC,ccmE,ccmA,ccmB,ccmD,
NarL	GO:0017004	nrfE,ccmH,ccmG,ccmF,ccmC,ccmE,ccmA,ccmB,ccmD,
NarL	GO:0017003	ccmE,ccmC,
NarL	GO:0018063	ccmF,ccmE,
NarL	GO:0015990	nuoB,nuoL,nuoM,nuoN,
NarL	GO:0042773	nuoG,nuoL,nuoK,nuoM,nuoN,
NarL	GO:0061077	dmsD,
NarL	GO:0016310	citG,dcuS,dpiB,
NarL	GO:0007165	dpiB,dcuS,
NarL	GO:0000160	dcuS,dcuR,dpiB,dpiA,
NarL	GO:0018106	dpiB,dcuS,
NarL	GO:0023014	dpiB,dcuS,
NarL	GO:0006468	dcuS,
NarL	GO:0051260	dcuS,
NarL	GO:0006807	hcp,nrfB,nrfA,
NarL	GO:0019645	nrfA,dmsC,ynfH,nrfD,nrfC,narI,nrfB,
NarL	GO:0010447	ydeP,
NarL	GO:0006811	nikC,nikB,nikD,nikE,
NarL	GO:0035444	nikB,nikC,nikE,nikD,
NarL	GO:0015675	nikB,nikC,nikE,nikA,nikD,
NarL	GO:0051224	napD,
NarL	GO:0006777	napA,moeA,moeB,
NarL	GO:0032324	moeA,
NarL	GO:0018315	moeA,
NarL	GO:0019588	hybA,
NarL	GO:0008652	aspA,
NarL	GO:0051262	aspA,
NarL	GO:0006531	aspA,
NarL	GO:0051604	hybE,hybG,hybF,torD,
NarL	GO:0006457	torD,
NarL	GO:0006066	adhE,
NarL	GO:0006115	adhE,
NarL	GO:0015976	adhE,
NarL	GO:0006744	ubiC,ubiA,
NarL	GO:0042866	ubiC,
NarL	GO:0051191	citX,citG,
NarL	GO:0055085	cydC,narK,nikA,cydD,
NarL	GO:0033228	cydC,cydD,
NarL	GO:0034775	cydC,cydD,
NarL	GO:0070453	cydC,
NarL	GO:0006099	fumB,frdB,
NarL	GO:0071973	frdC,frdA,frdB,
NarL	GO:0044780	frdC,frdA,frdB,
NarL	GO:0072511	nikE,nikD,
NarL	GO:0015724	focA,
NarL	GO:0015833	nikA,
NarL	GO:0050919	nikA,
NarL	GO:0006106	frdD,
NarL	GO:0042126	narG,narH,
NarL	GO:0006084	citF,citE,
NarL	GO:0015740	dcuB,dcuA,
NarL	GO:0045454	ccmG,cydD,
NarL	GO:0006869	cydD,
NarL	GO:0042883	cydD,
NarL	GO:0045893	dcuR,
NarL	GO:0009605	dpiA,dcuR,
NarL	GO:0006006	pflB,
NarL	GO:0005975	pflB,
NarL	GO:0006567	pflB,
NarL	GO:0009058	citC,
NarL	GO:0006464	citC,hyaD,hybD,hybF,
NarL	GO:0044010	fumB,
NarL	GO:0006091	fumB,
NarL	GO:0006508	hyaD,hybD,
NarL	GO:0016485	hybD,hyaD,
NarL	GO:0043085	hybD,hyaD,
NarL	GO:0018247	citX,
NarL	GO:0046777	dpiB,
NarL	GO:0071310	dpiB,
NarL	GO:0022900	frdA,
NarL	GO:0071732	norW,
NarL	GO:0051131	narJ,
NarL	GO:0015706	narK,
NarL	GO:0098656	narK,
NarL	GO:0006970	cysG,
NarL	GO:0006779	cysG,
NarL	GO:0009236	cysG,
NarL	GO:0019354	cysG,
NarL	GO:0009437	caiF,
NarL	GO:0030091	ytfE,
NarL	GO:0042542	hcp,
NarP	GO:0015886	nrfE,ccmF,ccmC,ccmE,ccmA,ccmB,ccmD,
NarP	GO:0017004	nrfE,ccmH,ccmG,ccmF,ccmC,ccmE,ccmA,ccmB,ccmD,
NarP	GO:0018378	nrfE,nrfG,nrfF,
NarP	GO:0006810	ccmD,hyaC,ccmA,ccmB,ccmC,nirC,
NarP	GO:0042128	nirC,nirD,nrfA,napA,nirB,
NarP	GO:0015707	nirC,
NarP	GO:0055114	norV,nrfB,fdnH,nrfA,hyaA,ydhV,ccmG,napH,hcp,nirD,ydhY,napC,fdhF,hyaC,ccmH,nirB,napG,napB,fdnI,fdnG,napF,ydeP,napA,nrfC,hcr,norW,ydhX,cysG,hyaB,
NarP	GO:0009061	napC,fdnG,hyaC,fdnH,hyaA,napA,napB,nirD,hyaB,nirB,fdnI,
NarP	GO:0019333	napC,
NarP	GO:0015944	fdnH,fdnG,fdnI,fdhF,
NarP	GO:0045333	fdnH,fdnG,fdnI,
NarP	GO:0006508	hyaD,
NarP	GO:0006464	hyaD,
NarP	GO:0016485	hyaD,
NarP	GO:0043085	hyaD,
NarP	GO:0051289	norV,
NarP	GO:0071731	norV,
NarP	GO:0046210	norV,norW,
NarP	GO:0022904	ydhU,hyaC,fdnI,
NarP	GO:0019645	nrfA,nrfD,nrfC,nrfB,
NarP	GO:0006979	napF,
NarP	GO:0015942	fdhF,
NarP	GO:0006113	hyaA,hyaC,hyaB,
NarP	GO:0017003	ccmE,ccmC,
NarP	GO:0018063	ccmF,ccmE,
NarP	GO:0006807	hcp,nrfB,nrfA,
NarP	GO:0071732	norW,
NarP	GO:0010447	ydeP,
NarP	GO:0045454	ccmG,
NarP	GO:0051224	napD,
NarP	GO:0006777	napA,
NarP	GO:0008152	ccmA,cysG,
NarP	GO:0032259	cysG,
NarP	GO:0006970	cysG,
NarP	GO:0006779	cysG,
NarP	GO:0009236	cysG,
NarP	GO:0019354	cysG,
NarP	GO:0030091	ytfE,
NarP	GO:0042542	hcp,
NemR	GO:0019243	gloA,
NemR	GO:0006351	nemR,
NemR	GO:0006355	nemR,
NemR	GO:0045892	nemR,
NemR	GO:0055114	nemA,
NemR	GO:0006805	nemA,
NemR	GO:0018937	nemA,
NemR	GO:0046256	nemA,
NhaR	GO:0006810	nhaA,pgaA,
NhaR	GO:0055085	nhaA,pgaA,
NhaR	GO:0044010	pgaA,pgaB,
NhaR	GO:0006811	nhaA,
NhaR	GO:0006814	nhaA,
NhaR	GO:0015992	nhaA,
NhaR	GO:0098655	nhaA,
NhaR	GO:0006883	nhaA,
NhaR	GO:0035725	nhaA,
NhaR	GO:0006885	nhaA,
NhaR	GO:0005975	pgaB,
NhaR	GO:0098732	pgaB,
NhaR	GO:0006351	nhaR,
NhaR	GO:0006355	nhaR,
NhaR	GO:0043708	pgaD,pgaC,
NhaR	GO:0008152	pgaC,
NhaR	GO:0055114	osmC,
NhaR	GO:0006979	osmC,
NhaR	GO:0033194	osmC,
NhaR	GO:0006972	osmC,
NikR	GO:0006351	nikR,
NikR	GO:0006355	nikR,
NikR	GO:0010045	nikR,
NikR	GO:0006810	nikD,nikE,nikC,nikB,nikA,
NikR	GO:0006811	nikC,nikB,nikD,nikE,
NikR	GO:0035444	nikB,nikC,nikE,nikD,
NikR	GO:0015675	nikB,nikC,nikE,nikA,nikD,
NikR	GO:0008152	nikD,nikE,
NikR	GO:0006974	nikE,
NikR	GO:0072511	nikE,nikD,
NikR	GO:0055085	nikA,
NikR	GO:0015833	nikA,
NikR	GO:0050919	nikA,
NimR	GO:0006810	nimT,
NimR	GO:0055085	nimT,
NimR	GO:0046677	nimT,
NimR	GO:0006351	nimR,
NimR	GO:0006355	nimR,
NimR	GO:0045892	nimR,
NorR	GO:0055114	norV,norW,
NorR	GO:0051289	norV,
NorR	GO:0071731	norV,
NorR	GO:0046210	norV,norW,
NorR	GO:0071732	norW,
NorR	GO:0006351	norR,
NorR	GO:0006355	norR,
NorR	GO:0045893	norR,
NorR	GO:0000160	norR,
NrdR	GO:0008152	nrdE,nrdA,nrdD,
NrdR	GO:0055114	yfaE,nrdE,nrdA,nrdD,nrdH,nrdF,nrdB,nrdG,
NrdR	GO:0015949	nrdA,nrdD,nrdB,nrdG,nrdE,
NrdR	GO:0006260	nrdB,nrdE,nrdF,nrdA,nrdD,
NrdR	GO:0045454	nrdH,
NrdR	GO:0051353	nrdH,
NrdR	GO:0006124	yfaE,
NrdR	GO:0009263	nrdF,nrdB,nrdA,nrdE,
NrdR	GO:0009186	nrdF,nrdB,
NrdR	GO:0006464	nrdI,
NsrR	GO:0006351	fliA,norR,lrp,fhlA,hycA,dsdC,ihfA,feaR,
NsrR	GO:0006355	fliA,norR,lrp,fhlA,hycA,dsdC,pheM,ihfA,feaR,
NsrR	GO:0018378	nrfE,nrfG,nrfF,
NsrR	GO:0009098	lrp,
NsrR	GO:0043201	lrp,
NsrR	GO:0055114	grxD,nrfB,nrfA,hmp,hycC,bdcA,wecC,hycE,hycB,hycD,sodB,hcp,dkgB,feaB,ndh,aceE,hycG,yeaE,aceF,hycF,nrfC,hcr,
NsrR	GO:0019853	dkgB,
NsrR	GO:0051596	dkgB,yeaE,
NsrR	GO:0006559	feaB,
NsrR	GO:0009435	feaB,
NsrR	GO:0046196	feaB,
NsrR	GO:0045454	grxD,
NsrR	GO:1902021	fliZ,
NsrR	GO:0015074	fliZ,
NsrR	GO:1903506	fliZ,
NsrR	GO:0006352	fliA,
NsrR	GO:0010468	fliA,
NsrR	GO:0001123	fliA,
NsrR	GO:0030435	fliA,
NsrR	GO:0009061	hycB,ndh,
NsrR	GO:0006417	thrS,ihfA,
NsrR	GO:0006412	thrS,rplT,pheS,pheT,rpmI,infC,
NsrR	GO:0043039	pheS,thrS,
NsrR	GO:0006418	pheS,thrS,
NsrR	GO:0045947	thrS,
NsrR	GO:0006435	thrS,
NsrR	GO:0006810	hmp,tehA,mhpT,sufE,tcyJ,sufC,wzxE,
NsrR	GO:0055085	tehA,mhpT,tsgA,
NsrR	GO:0046677	tehA,tehB,bamE,
NsrR	GO:0006811	tehA,
NsrR	GO:0098655	tehA,
NsrR	GO:0006812	tehA,
NsrR	GO:0046690	tehB,tehA,
NsrR	GO:0006807	hcp,nrfB,nrfA,
NsrR	GO:0019645	nrfA,nrfD,nrfC,nrfB,
NsrR	GO:0006979	sufE,sufD,sufA,
NsrR	GO:0016226	sufE,sufB,sufD,sufS,sufC,sufA,
NsrR	GO:0042128	nrfA,
NsrR	GO:0006790	sufS,sufE,sufA,
NsrR	GO:0031162	sufE,sufS,
NsrR	GO:0001887	sufS,
NsrR	GO:0006534	sufS,
NsrR	GO:0006865	tcyJ,
NsrR	GO:0042883	tcyJ,
NsrR	GO:1903712	tcyJ,
NsrR	GO:0015811	tcyJ,
NsrR	GO:0032259	tehB,
NsrR	GO:0009636	hmp,tehB,
NsrR	GO:0097428	sufA,
NsrR	GO:0051595	ydbD,
NsrR	GO:0051604	hypD,hycH,hypB,hypE,hypC,hypA,
NsrR	GO:0006464	hypD,hycI,hypA,
NsrR	GO:0045893	norR,ihfA,feaR,
NsrR	GO:0000160	norR,fhlA,
NsrR	GO:0009103	wzzE,rffG,rfe,
NsrR	GO:0009246	rffH,wzxE,rffC,rffG,wzzE,rffM,rffT,wecB,wecC,wzyE,rfe,
NsrR	GO:0017148	rplT,
NsrR	GO:0000027	rplT,
NsrR	GO:0042920	mhpT,
NsrR	GO:0009058	rffM,rffH,
NsrR	GO:0000271	rffH,wzxE,wecC,
NsrR	GO:0045226	rffH,rffG,
NsrR	GO:0009243	rffH,rfe,
NsrR	GO:0015671	hmp,
NsrR	GO:0051409	hmp,
NsrR	GO:0042773	hycC,
NsrR	GO:0008152	bdcA,wecB,aceE,aceF,waaH,
NsrR	GO:0006047	wecB,
NsrR	GO:0015886	nrfE,
NsrR	GO:0017004	nrfE,
NsrR	GO:0071555	mepH,rfe,
NsrR	GO:0009254	mepH,
NsrR	GO:0000270	mepH,
NsrR	GO:0006508	mepH,hycI,
NsrR	GO:0045227	mepH,
NsrR	GO:0043165	bamE,
NsrR	GO:0051205	bamE,
NsrR	GO:0006801	sodB,
NsrR	GO:0019430	sodB,
NsrR	GO:0000303	sodB,
NsrR	GO:0044010	bdcA,
NsrR	GO:0043085	sufE,hycI,
NsrR	GO:0051347	sufE,
NsrR	GO:0006432	pheT,pheS,
NsrR	GO:0008033	pheT,tadA,
NsrR	GO:0019646	ndh,
NsrR	GO:0055070	ndh,
NsrR	GO:0009060	ndh,
NsrR	GO:0015949	cdd,
NsrR	GO:0006217	cdd,
NsrR	GO:0009972	cdd,
NsrR	GO:0006096	aceF,aceE,
NsrR	GO:0051188	hypB,
NsrR	GO:0006461	hypB,
NsrR	GO:0009225	rffG,
NsrR	GO:0044038	rfe,
NsrR	GO:0002100	tadA,
NsrR	GO:0006629	pgpC,
NsrR	GO:0016311	pgpC,
NsrR	GO:0006655	pgpC,
NsrR	GO:0016042	pgpC,
NsrR	GO:0046474	pgpC,
NsrR	GO:0009395	pgpC,
NsrR	GO:0036065	rffT,
NsrR	GO:0030091	ytfE,
NsrR	GO:0042542	hcp,
NsrR	GO:0072714	tsgA,
NsrR	GO:0006086	aceF,
NsrR	GO:0006090	aceF,
NsrR	GO:0016036	waaH,
NsrR	GO:0009409	infC,
NsrR	GO:0006413	infC,
NsrR	GO:0032790	infC,
NsrR	GO:0046892	hypE,
NsrR	GO:0045892	ihfA,
NsrR	GO:0006310	ihfA,
NsrR	GO:0000746	ihfA,
NsrR	GO:0016485	hycI,
NtrC	GO:0009447	patA,
NtrC	GO:0006351	glnG,cbl,nac,glnK,
NtrC	GO:0006355	glnL,glnG,cbl,nac,glnK,
NtrC	GO:0000160	glnL,glnG,
NtrC	GO:0009399	glnG,glnA,glnL,
NtrC	GO:0006808	glnG,glnK,
NtrC	GO:0008152	relA,astE,ddpD,yhdZ,astD,glnQ,potG,hisP,ddpF,rutB,
NtrC	GO:0055114	rutA,rutE,astD,rutC,rutF,
NtrC	GO:0006527	astD,astB,astC,astA,
NtrC	GO:0006525	astD,astB,astC,astE,astA,
NtrC	GO:0019544	astE,astD,astB,astC,astA,
NtrC	GO:0019545	astE,astD,astB,astC,astA,
NtrC	GO:0006810	ddpC,yhdW,yhdX,yhdZ,hisQ,rutG,glnQ,ddpA,glnP,hisP,ddpF,hisJ,potI,ddpD,glnH,potH,hisM,potG,argT,yhdY,ddpB,amtB,potF,
NtrC	GO:0055085	rutG,ddpC,potG,ddpA,ddpB,
NtrC	GO:0015847	potG,potF,potI,potH,
NtrC	GO:1902047	potG,
NtrC	GO:0006865	glnP,yhdX,hisM,glnQ,yhdW,argT,yhdY,hisP,glnH,yhdZ,hisQ,hisJ,
NtrC	GO:0003333	glnP,glnQ,hisP,yhdZ,hisQ,
NtrC	GO:0045883	cbl,
NtrC	GO:0006807	glnA,
NtrC	GO:0006542	glnA,
NtrC	GO:0019676	glnA,
NtrC	GO:0019740	glnA,rutA,rutE,rutC,rutF,rutB,rutD,
NtrC	GO:0006212	rutG,rutC,rutF,rutA,rutE,rutB,rutD,
NtrC	GO:0006864	rutG,
NtrC	GO:0015857	rutG,
NtrC	GO:1903791	rutG,
NtrC	GO:0006520	astC,
NtrC	GO:0042450	astC,
NtrC	GO:0006593	astC,
NtrC	GO:0009252	ddpX,
NtrC	GO:0071555	ddpX,
NtrC	GO:0006508	ddpX,
NtrC	GO:0042594	relA,ddpX,
NtrC	GO:0015031	ddpC,ddpB,ddpD,ddpF,ddpA,
NtrC	GO:0015833	ddpC,ddpB,ddpD,ddpF,ddpA,
NtrC	GO:0042938	ddpC,ddpB,ddpA,
NtrC	GO:0006470	glnL,
NtrC	GO:0016310	relA,glnL,
NtrC	GO:0018106	glnL,
NtrC	GO:0023014	glnL,
NtrC	GO:0046777	glnL,
NtrC	GO:0051171	glnL,
NtrC	GO:0015670	amtB,
NtrC	GO:0015696	amtB,
NtrC	GO:0072488	amtB,
NtrC	GO:0015817	hisP,
NtrC	GO:0006208	rutC,rutF,rutA,rutE,rutB,rutD,
NtrC	GO:0006210	rutA,
NtrC	GO:0045893	nac,
NtrC	GO:0045892	nac,
NtrC	GO:0042128	nac,
NtrC	GO:0050790	glnK,
NtrC	GO:0045848	glnK,
NtrC	GO:0015846	potF,
NtrC	GO:0006974	rutE,
NtrC	GO:0015949	relA,
NtrC	GO:0015970	relA,
NtrC	GO:0015969	relA,
NtrC	GO:0006468	yeaG,
OmpR	GO:0006810	pgaA,ompF,dtpA,ompC,fadL,nmpC,
OmpR	GO:0035442	dtpA,
OmpR	GO:1902600	dtpA,
OmpR	GO:0042891	dtpA,
OmpR	GO:0015031	dtpA,
OmpR	GO:0015833	dtpA,
OmpR	GO:0042938	dtpA,
OmpR	GO:0006857	dtpA,
OmpR	GO:0035443	dtpA,
OmpR	GO:0042939	dtpA,
OmpR	GO:0044010	csgF,pgaA,pgaB,csgE,csgG,
OmpR	GO:0022610	csgF,csgG,csgE,
OmpR	GO:0006351	flhD,bolA,csgD,flhC,
OmpR	GO:0006355	flhD,bolA,csgD,flhC,
OmpR	GO:0045893	flhD,flhC,
OmpR	GO:0045892	flhD,flhC,
OmpR	GO:0044781	flhD,flhC,
OmpR	GO:0044780	flhD,
OmpR	GO:1902208	flhD,flhC,
OmpR	GO:0009636	ecnB,
OmpR	GO:0055085	ompC,pgaA,fadL,nmpC,
OmpR	GO:0005975	pgaB,
OmpR	GO:0098732	pgaB,
OmpR	GO:0071806	csgG,csgE,
OmpR	GO:0006412	sra,
OmpR	GO:0043708	pgaD,pgaC,
OmpR	GO:0008152	pgaC,
OmpR	GO:0006855	ompF,
OmpR	GO:0006811	ompC,ompF,nmpC,
OmpR	GO:0034220	ompF,
OmpR	GO:0043213	ompF,
OmpR	GO:2000144	csgD,
OmpR	GO:1900190	csgD,
OmpR	GO:0006869	fadL,
OmpR	GO:0015718	fadL,
OmpR	GO:0015909	fadL,
OmpR	GO:0006974	ompC,
OxyR	GO:0006974	uxuA,oxyR,
OxyR	GO:0042840	uxuA,uxuB,
OxyR	GO:0006064	uxuA,
OxyR	GO:0055114	gor,yhjA,dsbG,ahpC,uxuB,ahpF,hcp,trxC,nfsA,grxA,dps,hcr,katG,
OxyR	GO:0045454	gor,grxA,trxC,ahpF,
OxyR	GO:0006749	gor,
OxyR	GO:0008152	uxuB,ychF,
OxyR	GO:0019594	uxuB,
OxyR	GO:0006810	mntH,gntP,sufE,sufC,
OxyR	GO:0006979	sufE,ychF,katG,sufD,ahpC,sufA,oxyR,
OxyR	GO:0016226	sufE,sufB,sufD,sufS,sufC,sufA,
OxyR	GO:0006790	sufS,sufE,sufA,
OxyR	GO:0043085	sufE,
OxyR	GO:0031162	sufE,sufS,
OxyR	GO:0051347	sufE,
OxyR	GO:0006879	dps,
OxyR	GO:0042594	dps,
OxyR	GO:0030261	dps,
OxyR	GO:0043086	ychF,
OxyR	GO:0042744	katG,
OxyR	GO:0070301	katG,
OxyR	GO:0006351	oxyR,fur,
OxyR	GO:0006355	oxyR,fur,
OxyR	GO:0010212	ybjN,
OxyR	GO:1902201	ybjN,
OxyR	GO:0030308	ybjN,
OxyR	GO:1900232	ybjN,
OxyR	GO:1902209	ybjN,
OxyR	GO:0009297	ybjN,
OxyR	GO:1902208	ybjN,
OxyR	GO:0001887	sufS,
OxyR	GO:0006534	sufS,
OxyR	GO:0009970	ahpC,
OxyR	GO:0033194	ahpC,
OxyR	GO:0033195	ahpC,
OxyR	GO:0033214	ahpC,
OxyR	GO:0006457	dsbG,trxC,
OxyR	GO:0097428	sufA,
OxyR	GO:0055085	mntH,
OxyR	GO:0006811	mntH,
OxyR	GO:0006826	mntH,
OxyR	GO:0006824	mntH,
OxyR	GO:1902600	mntH,
OxyR	GO:0030001	mntH,
OxyR	GO:0015684	mntH,
OxyR	GO:0015691	mntH,
OxyR	GO:0070574	mntH,
OxyR	GO:0034599	trxC,mntH,
OxyR	GO:0006828	mntH,
OxyR	GO:0071421	mntH,
OxyR	GO:0000302	ahpF,
OxyR	GO:0015992	gntP,
OxyR	GO:0008643	gntP,
OxyR	GO:0035429	gntP,
OxyR	GO:0019521	gntP,
OxyR	GO:0046177	gntP,
OxyR	GO:0006412	rimK,
OxyR	GO:0006464	rimK,
OxyR	GO:0009432	rimK,
OxyR	GO:0018410	rimK,
OxyR	GO:0033212	fhuF,
OxyR	GO:0042542	hcp,yhjA,
OxyR	GO:0006807	hcp,
OxyR	GO:0006779	hemH,
OxyR	GO:0006783	hemH,
OxyR	GO:0009416	hemH,
OxyR	GO:0046501	hemH,
OxyR	GO:0009263	grxA,
OxyR	GO:0000103	trxC,
OxyR	GO:0006662	trxC,
OxyR	GO:0051409	oxyR,
OxyR	GO:2000142	oxyR,
OxyR	GO:0006417	uof,
PaaX	GO:0010124	paaI,paaC,paaH,paaZ,paaA,paaG,paaX,paaF,paaD,paaY,paaJ,paaK,paaB,paaE,
PaaX	GO:0006631	paaF,paaH,
PaaX	GO:0055114	paaA,paaZ,paaE,paaH,
PaaX	GO:0008152	paaG,paaF,paaZ,paaJ,paaK,
PaaX	GO:0006351	paaX,
PaaX	GO:0006355	paaX,
PaaX	GO:2000143	paaX,
PaaX	GO:0006629	paaF,
PaaX	GO:0006974	paaJ,
PaaX	GO:0019619	paaJ,
